MS SubClass,Lot Area,Street,Lot Config,House Style,Bldg Type,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Foundation,TotRms AbvGrd,Fireplaces,Garage Area,Yr Sold,Sale Type,Sale Condition,SalePrice
20,9600,Pave,Inside,1Story,1Fam,4,7,1950,1995,CBlock,4,0,436.0,2010,WD ,Normal,128000
40,23595,Pave,Inside,1Story,1Fam,7,6,1979,1979,PConc,4,1,586.0,2010,WD ,Normal,260000
60,17082,Pave,CulDSac,2Story,1Fam,6,5,1978,1992,PConc,8,1,522.0,2010,WD ,Normal,230000
50,18600,Pave,Inside,1.5Fin,1Fam,3,4,1938,1990,CBlock,8,1,480.0,2010,WD ,Normal,124000
30,10625,Pave,Corner,1Story,1Fam,5,5,1920,1950,BrkTil,5,0,366.0,2010,COD,Abnorml,83000
20,11479,Pave,Inside,1Story,1Fam,6,7,1950,1987,CBlock,6,1,467.0,2010,WD ,Normal,144500
20,9571,Pave,Inside,1Story,1Fam,5,6,1956,1956,CBlock,6,0,596.0,2010,WD ,Normal,129000
50,9350,Pave,Inside,1.5Fin,1Fam,4,6,1947,1979,CBlock,8,1,209.0,2010,WD ,Normal,127000
20,9525,Pave,Inside,1Story,1Fam,5,7,1954,1998,CBlock,5,0,366.0,2010,WD ,Normal,128000
20,10420,Pave,Corner,1Story,1Fam,6,5,2009,2009,PConc,6,0,460.0,2010,WD ,Normal,186000
20,17485,Pave,Inside,1Story,1Fam,7,5,2009,2010,PConc,5,2,572.0,2010,Con,Partial,308030
20,11200,Pave,CulDSac,1Story,1Fam,5,3,1964,1964,CBlock,5,0,504.0,2010,COD,Normal,114000
20,11100,Pave,Inside,1Story,1Fam,4,7,1946,2006,CBlock,6,0,308.0,2010,WD ,Abnorml,84900
60,9206,Pave,Inside,2Story,1Fam,6,5,1985,1985,CBlock,7,1,476.0,2010,WD ,Normal,178000
20,11980,Pave,Inside,1Story,1Fam,7,5,1987,1987,CBlock,4,2,528.0,2010,WD ,Normal,270000
60,12361,Pave,CulDSac,2Story,1Fam,6,7,1993,1993,PConc,8,1,1017.0,2010,WD ,Normal,218000
60,9938,Pave,Inside,2Story,1Fam,7,5,1993,1994,PConc,8,1,574.0,2010,WD ,Normal,236000
85,9069,Pave,Inside,SFoyer,1Fam,6,6,1992,1992,PConc,5,0,564.0,2010,WD ,Normal,147000
20,10475,Pave,Corner,1Story,1Fam,8,5,2008,2008,PConc,7,0,776.0,2010,WD ,Normal,245350
20,6762,Pave,Inside,1Story,1Fam,7,5,2006,2006,PConc,6,0,632.0,2010,WD ,Normal,206000
20,10402,Pave,Corner,1Story,1Fam,7,5,2009,2009,PConc,6,0,740.0,2010,WD ,Normal,198900
20,7360,Pave,Inside,1Story,1Fam,7,5,2010,2010,PConc,6,0,615.0,2010,WD ,Normal,187000
60,12376,Pave,Corner,2Story,1Fam,7,5,1990,1990,PConc,11,2,594.0,2010,WD ,Normal,320000
50,14235,Pave,Inside,1.5Fin,1Fam,6,8,1900,1993,PConc,6,0,484.0,2010,WD ,Normal,138500
80,8816,Pave,Inside,SLvl,1Fam,6,7,1971,1971,CBlock,6,0,440.0,2010,WD ,Normal,155000
85,11105,Pave,Corner,SFoyer,1Fam,5,5,1996,1996,PConc,4,0,580.0,2010,WD ,Normal,159000
60,9337,Pave,Inside,2Story,1Fam,7,5,1997,1998,PConc,8,1,513.0,2010,WD ,Normal,191000
60,8750,Pave,Inside,2Story,1Fam,6,5,1998,1998,PConc,7,0,523.0,2010,WD ,Normal,200500
20,15240,Pave,FR2,1Story,1Fam,5,8,1977,2004,CBlock,5,0,308.0,2010,WD ,Normal,150000
60,10900,Pave,FR2,2Story,1Fam,6,7,1977,1977,CBlock,6,0,299.0,2010,WD ,Normal,161750
20,10650,Pave,Corner,1Story,1Fam,5,6,1976,1976,CBlock,5,0,308.0,2010,WD ,Normal,128200
20,7480,Pave,Inside,1Story,1Fam,5,6,1972,1972,CBlock,5,0,484.0,2010,WD ,Normal,127000
20,10389,Pave,Inside,1Story,1Fam,8,5,2003,2003,PConc,8,1,850.0,2010,WD ,Normal,318000
20,11423,Pave,Inside,1Story,1Fam,8,5,2001,2002,PConc,6,1,670.0,2010,WD ,Normal,272000
60,9548,Pave,CulDSac,2Story,1Fam,7,6,2003,2003,PConc,7,1,613.0,2010,WD ,Normal,237000
60,9375,Pave,Inside,2Story,1Fam,7,5,1997,1997,PConc,9,1,621.0,2010,WD ,Normal,240000
20,12137,Pave,CulDSac,1Story,1Fam,7,5,1998,1998,PConc,6,0,598.0,2010,WD ,Normal,224900
120,4435,Pave,Inside,1Story,TwnhsE,6,5,2003,2003,PConc,4,0,420.0,2010,WD ,Normal,143750
120,4426,Pave,Inside,1Story,TwnhsE,6,5,2004,2004,PConc,3,0,420.0,2010,WD ,Normal,143000
20,10635,Pave,FR2,1Story,1Fam,8,5,2003,2003,PConc,8,1,502.0,2010,WD ,Normal,232000
20,8400,Pave,Inside,1Story,1Fam,7,5,2004,2005,PConc,7,0,606.0,2010,WD ,Normal,213000
20,8773,Pave,FR2,1Story,1Fam,7,5,2004,2004,PConc,6,0,494.0,2010,WD ,Normal,185500
30,8777,Pave,Inside,1Story,1Fam,3,6,1945,2007,CBlock,5,0,240.0,2010,ConLD,Normal,84900
20,8842,Pave,Corner,1Story,1Fam,5,6,1954,1954,CBlock,6,0,319.0,2010,Oth,Abnorml,155891
90,9825,Pave,Inside,1Story,Duplex,5,5,1965,1965,CBlock,8,0,0.0,2010,WD ,Normal,100000
20,10044,Pave,CulDSac,1Story,1Fam,5,6,1968,1968,CBlock,6,0,336.0,2010,WD ,Normal,144000
50,11792,Pave,Inside,1.5Fin,1Fam,4,5,1948,1950,CBlock,5,0,480.0,2010,WD ,Abnorml,64000
80,6305,Pave,Inside,SLvl,1Fam,6,6,1975,1975,CBlock,5,1,352.0,2010,WD ,Normal,125200
80,7819,Pave,Inside,SLvl,1Fam,6,5,1976,1976,CBlock,6,1,672.0,2010,WD ,Abnorml,107000
20,6410,Pave,Inside,1Story,1Fam,4,5,1958,1958,CBlock,5,0,0.0,2010,WD ,Normal,90000
20,8546,Pave,Corner,1Story,1Fam,4,5,2003,2004,PConc,5,0,440.0,2010,WD ,Normal,140000
50,8741,Pave,Inside,1.5Fin,1Fam,6,4,1945,1950,CBlock,7,1,220.0,2010,WD ,Normal,113000
190,12180,Pave,Inside,1.5Fin,2fmCon,4,4,1941,1950,BrkTil,5,0,280.0,2010,WD ,Normal,80000
20,8562,Pave,Inside,1Story,1Fam,5,6,1957,2002,CBlock,7,1,364.0,2010,WD ,Normal,144500
30,4853,Pave,Inside,1Story,1Fam,5,6,1924,1999,BrkTil,5,1,260.0,2010,WD ,Normal,104000
70,6858,Pave,Corner,2Story,1Fam,6,4,1915,1950,PConc,6,0,216.0,2010,WD ,Normal,128000
30,8212,Pave,Inside,1Story,1Fam,3,3,1914,1950,BrkTil,5,0,200.0,2010,WD ,Normal,58500
50,5000,Pave,Inside,1.5Fin,1Fam,5,6,1924,1950,BrkTil,6,1,308.0,2010,WD ,Normal,127000
30,7890,Pave,Corner,1Story,1Fam,6,6,1939,1950,CBlock,4,1,399.0,2010,WD ,Normal,126000
90,7200,Pave,Inside,2Story,Duplex,4,6,1967,1967,Slab,10,0,0.0,2010,WD ,Normal,160000
50,9839,Pave,Inside,1.5Fin,1Fam,5,2,1931,1950,PConc,7,1,0.0,2010,WD ,Normal,100000
50,9638,Pave,Inside,1.5Fin,1Fam,6,7,1919,1990,PConc,10,1,336.0,2010,WD ,Normal,169000
50,10452,Pave,Inside,1.5Fin,1Fam,7,6,1941,1985,BrkTil,8,2,312.0,2010,WD ,Normal,257500
90,15600,Pave,Inside,2Story,Duplex,5,6,1950,1991,CBlock,11,0,484.0,2010,WD ,Normal,215000
70,9042,Pave,Inside,2Story,1Fam,7,9,1941,2006,Stone,9,2,252.0,2010,WD ,Normal,266500
20,17500,Pave,Inside,1Story,1Fam,7,8,1959,2002,PConc,7,2,567.0,2010,WD ,Normal,335000
80,19645,Pave,FR2,SLvl,1Fam,7,6,1994,2007,PConc,6,0,473.0,2010,WD ,Normal,203135
120,3907,Pave,Inside,1Story,TwnhsE,8,6,1989,1989,CBlock,4,1,598.0,2010,WD ,Normal,185000
120,3907,Pave,Inside,1Story,TwnhsE,8,5,1989,1989,CBlock,5,1,531.0,2010,WD ,Normal,162500
20,15602,Pave,Inside,1Story,1Fam,7,8,1959,1997,CBlock,6,2,484.0,2010,WD ,Normal,289000
50,5436,Pave,Inside,1.5Fin,1Fam,4,8,1922,2007,BrkTil,7,0,240.0,2010,WD ,Normal,125500
30,8154,Pave,Inside,1Story,1Fam,2,5,1941,1950,BrkTil,4,0,200.0,2010,ConLw,Normal,82000
50,9140,Pave,Inside,1.5Fin,1Fam,6,5,1921,1975,BrkTil,5,0,625.0,2010,COD,Normal,110000
50,7500,Pave,Inside,1.5Fin,1Fam,4,4,1920,1950,CBlock,6,0,528.0,2010,COD,Abnorml,68400
50,8712,Pave,Inside,1.5Fin,1Fam,4,7,1900,1950,Stone,7,0,384.0,2010,WD ,Abnorml,102776
20,8712,Grvl,Inside,1Story,1Fam,5,5,1952,1952,CBlock,4,0,504.0,2010,WD ,Alloca,55993
30,8712,Grvl,Corner,1Story,1Fam,4,7,1896,1950,CBlock,5,0,330.0,2010,WD ,Alloca,50138
120,3811,Pave,Corner,1Story,TwnhsE,8,5,2004,2005,PConc,5,1,525.0,2010,WD ,Normal,246000
60,11050,Pave,Inside,2Story,1Fam,8,5,1998,1999,PConc,8,1,741.0,2010,WD ,Normal,254900
80,9620,Pave,Inside,SLvl,1Fam,6,7,1977,1977,CBlock,6,1,473.0,2010,WD ,Normal,190000
20,9196,Pave,Inside,1Story,1Fam,7,5,2003,2003,PConc,7,0,573.0,2010,WD ,Normal,201000
80,12328,Pave,Inside,SLvl,1Fam,6,5,1976,1976,CBlock,6,0,888.0,2010,WD ,Normal,169900
90,12760,Pave,Inside,1Story,Duplex,6,5,1976,1976,CBlock,9,0,776.0,2010,ConLD,Normal,170000
20,57200,Pave,Inside,1Story,1Fam,5,5,1948,1950,CBlock,7,2,572.0,2010,WD ,Normal,160000
20,11896,Pave,Corner,1Story,1Fam,7,5,2008,2008,PConc,6,1,660.0,2010,WD ,Normal,220000
20,9803,Pave,Inside,1Story,1Fam,7,5,2009,2010,PConc,6,0,520.0,2010,New,Partial,179781
60,9802,Pave,Inside,2Story,1Fam,5,5,2006,2007,PConc,7,0,400.0,2010,WD ,Normal,174000
60,12003,Pave,Corner,2Story,1Fam,8,5,2009,2010,PConc,8,1,680.0,2010,New,Partial,269500
60,11316,Pave,Corner,2Story,1Fam,7,5,2002,2003,PConc,8,1,510.0,2010,WD ,Normal,214900
60,14191,Pave,Inside,2Story,1Fam,8,5,2002,2002,PConc,9,0,431.0,2010,WD ,Normal,202900
20,13214,Pave,Inside,1Story,1Fam,9,5,2008,2009,PConc,10,1,746.0,2010,WD ,Normal,378500
20,15300,Pave,Inside,1Story,1Fam,5,5,1965,1977,CBlock,7,1,528.0,2010,WD ,Normal,169000
20,10114,Pave,Inside,1Story,1Fam,5,5,2004,2005,PConc,7,0,624.0,2010,WD ,Normal,173500
90,9400,Pave,Corner,2Story,Duplex,6,5,1971,1971,CBlock,8,0,0.0,2010,WD ,Normal,139000
20,11875,Pave,Inside,1Story,1Fam,5,5,1999,1999,PConc,7,1,686.0,2010,WD ,Normal,166500
160,1974,Pave,Inside,2Story,TwnhsE,4,5,1973,1973,CBlock,6,0,286.0,2010,WD ,Normal,83500
120,2394,Pave,Inside,1Story,Twnhs,5,6,1973,1973,CBlock,5,1,253.0,2010,WD ,Normal,119500
160,2592,Pave,Inside,2Story,TwnhsE,5,3,1976,1976,CBlock,4,0,336.0,2010,WD ,Normal,85000
160,1476,Pave,Inside,2Story,Twnhs,4,7,1970,1970,CBlock,5,0,0.0,2010,WD ,Normal,76000
180,1491,Pave,Inside,SFoyer,TwnhsE,4,6,1972,1972,CBlock,3,0,0.0,2010,WD ,Normal,75500
160,1900,Pave,Inside,2Story,TwnhsE,4,4,1970,1970,CBlock,5,0,0.0,2010,WD ,Normal,88250
160,1890,Pave,Inside,2Story,TwnhsE,4,6,1972,1972,CBlock,5,0,286.0,2010,WD ,Normal,85500
20,6953,Pave,Inside,1Story,1Fam,5,7,1971,2004,CBlock,5,0,352.0,2010,ConLD,Normal,130000
20,26142,Pave,CulDSac,1Story,1Fam,5,7,1962,1962,CBlock,6,0,312.0,2010,WD ,Normal,157900
20,12887,Pave,Inside,1Story,1Fam,5,7,1984,1984,CBlock,5,0,495.0,2010,WD ,Normal,149900
90,7700,Pave,Inside,2Story,Duplex,5,2,1985,1986,PConc,10,0,616.0,2010,WD ,Normal,159000
60,10475,Pave,Inside,2Story,1Fam,5,5,1991,1991,PConc,6,0,576.0,2010,WD ,Normal,136000
50,10544,Pave,Inside,1.5Fin,1Fam,5,5,1969,1969,CBlock,8,0,275.0,2010,WD ,Normal,161000
20,9892,Pave,Inside,1Story,1Fam,8,5,1994,1995,PConc,6,2,482.0,2010,WD ,Normal,285000
60,12961,Pave,Inside,2Story,1Fam,6,5,1993,1994,PConc,7,1,616.0,2010,WD ,Normal,231000
20,13008,Pave,Inside,1Story,1Fam,6,5,1956,1956,CBlock,5,0,502.0,2009,WD ,Normal,124500
20,10200,Pave,Inside,1Story,1Fam,6,5,1974,1974,CBlock,7,1,528.0,2009,WD ,Normal,157000
80,13860,Pave,Inside,SLvl,1Fam,8,7,1972,1995,CBlock,9,3,538.0,2009,WD ,Normal,345000
60,10179,Pave,Corner,2Story,1Fam,6,5,1997,1997,PConc,7,1,470.0,2009,WD ,Normal,189500
60,11792,Pave,Inside,2Story,1Fam,8,5,2003,2003,PConc,9,1,632.0,2009,WD ,Normal,270000
80,8400,Pave,Inside,SLvl,1Fam,7,5,1996,1997,PConc,7,1,390.0,2009,WD ,Normal,189000
20,14892,Pave,CulDSac,1Story,1Fam,9,5,2006,2007,PConc,7,2,758.0,2009,WD ,Normal,377500
80,8530,Pave,Inside,SLvl,1Fam,7,5,1995,1996,PConc,7,1,400.0,2009,WD ,Normal,168500
120,7296,Pave,CulDSac,1Story,TwnhsE,8,5,2004,2005,PConc,8,1,564.0,2009,WD ,Normal,375000
120,5664,Pave,Inside,1Story,TwnhsE,8,5,2000,2000,PConc,5,1,499.0,2009,WD ,Normal,278000
120,7380,Pave,Corner,1Story,1Fam,8,5,1998,1998,PConc,5,0,495.0,2009,WD ,Normal,240000
120,8013,Pave,Corner,1Story,TwnhsE,8,5,1995,1996,PConc,6,0,528.0,2009,WD ,Normal,239500
80,8923,Pave,Inside,SLvl,1Fam,7,5,1998,1998,PConc,7,1,396.0,2009,WD ,Normal,177500
60,10141,Pave,Corner,2Story,1Fam,7,5,1998,1998,PConc,7,1,427.0,2009,WD ,Normal,185000
60,7500,Pave,Inside,2Story,1Fam,6,5,1998,1999,PConc,7,1,440.0,2009,WD ,Normal,191000
60,7837,Pave,Inside,2Story,1Fam,6,7,1993,1994,PConc,7,1,380.0,2009,WD ,Normal,178000
60,9765,Pave,Corner,2Story,1Fam,6,8,1993,1993,PConc,6,1,420.0,2009,WD ,Normal,185000
60,8803,Pave,Inside,2Story,1Fam,6,5,1994,1995,PConc,7,1,409.0,2009,WD ,Normal,181316
20,7250,Pave,Inside,1Story,1Fam,6,5,1993,1993,PConc,6,1,430.0,2009,WD ,Normal,166000
60,9636,Pave,Corner,2Story,1Fam,6,5,1992,1993,PConc,7,1,389.0,2009,WD ,Normal,178000
60,8125,Pave,Inside,2Story,1Fam,6,5,1994,1995,PConc,6,1,343.0,2009,WD ,Normal,174000
20,9248,Pave,Inside,1Story,1Fam,6,6,1992,1992,PConc,6,0,400.0,2009,WD ,Normal,173000
60,10762,Pave,CulDSac,2Story,1Fam,7,5,1999,1999,PConc,9,1,490.0,2009,WD ,Normal,225000
20,11851,Pave,Corner,1Story,1Fam,7,5,1990,1990,PConc,5,0,500.0,2009,WD ,Normal,180500
120,5814,Pave,CulDSac,1Story,TwnhsE,8,5,1984,1984,CBlock,4,1,565.0,2009,COD,Abnorml,187500
20,17423,Pave,CulDSac,1Story,1Fam,9,5,2008,2009,PConc,9,1,1166.0,2009,New,Partial,501837
20,11844,Pave,Inside,1Story,1Fam,8,5,2008,2008,PConc,7,1,834.0,2009,New,Partial,372500
20,16158,Pave,Inside,1Story,1Fam,7,5,2005,2005,PConc,7,1,430.0,2009,WD ,Normal,260000
60,11900,Pave,Inside,2Story,1Fam,5,6,1977,1977,PConc,6,1,567.0,2009,WD ,Normal,185000
60,13005,Pave,Corner,2Story,1Fam,7,7,1980,1980,CBlock,10,1,484.0,2009,WD ,Normal,260000
20,17043,Pave,CulDSac,1Story,1Fam,6,5,1979,1998,CBlock,7,1,435.0,2009,WD ,Normal,181000
20,11900,Pave,Inside,1Story,1Fam,7,5,1977,1977,CBlock,6,1,544.0,2009,WD ,Family,82500
20,16635,Pave,FR2,1Story,1Fam,6,7,1977,2000,CBlock,8,1,529.0,2009,WD ,Normal,215000
60,13250,Pave,Inside,2Story,1Fam,7,6,1978,1978,CBlock,8,1,529.0,2009,WD ,Abnorml,154000
20,10928,Pave,Inside,1Story,1Fam,6,6,1978,1986,PConc,7,1,484.0,2009,WD ,Normal,200000
60,12388,Pave,Inside,2Story,1Fam,7,7,1980,1991,CBlock,9,1,441.0,2009,WD ,Normal,249000
80,14115,Pave,Inside,SLvl,1Fam,7,5,1980,1980,CBlock,6,2,588.0,2009,WD ,Normal,187500
20,11088,Pave,Inside,1Story,1Fam,6,5,1978,1998,PConc,7,1,479.0,2009,WD ,Normal,184000
20,9600,Pave,Inside,1Story,1Fam,8,5,1981,1981,PConc,9,1,542.0,2009,WD ,Normal,278000
20,11880,Pave,Inside,1Story,1Fam,7,5,1978,1978,CBlock,7,1,478.0,2009,COD,Abnorml,157000
20,10400,Pave,Inside,1Story,1Fam,7,5,1976,1976,CBlock,6,1,479.0,2009,WD ,Family,152000
60,10304,Pave,CulDSac,2Story,1Fam,5,7,1976,1976,CBlock,9,1,484.0,2009,WD ,Normal,197500
60,7000,Pave,Inside,2Story,1Fam,7,5,2003,2003,PConc,7,1,581.0,2009,WD ,Normal,240900
60,8004,Pave,Inside,2Story,1Fam,8,5,2009,2009,PConc,8,0,552.0,2009,New,Partial,263435
60,7500,Pave,Inside,2Story,1Fam,8,5,2000,2001,PConc,7,1,588.0,2009,WD ,Normal,220000
60,8470,Pave,Corner,2Story,1Fam,8,5,2002,2002,PConc,7,1,565.0,2009,WD ,Normal,235000
20,9373,Pave,CulDSac,1Story,1Fam,5,7,1975,1975,CBlock,7,2,478.0,2009,WD ,Normal,213000
20,10140,Pave,Inside,1Story,1Fam,6,6,1974,1974,CBlock,6,1,528.0,2009,WD ,Normal,167900
20,11050,Pave,Corner,1Story,1Fam,7,5,1975,1975,CBlock,5,1,506.0,2009,WD ,Normal,158000
20,10140,Pave,Inside,1Story,1Fam,6,5,1974,1974,CBlock,7,1,478.0,2009,WD ,Normal,165000
80,10448,Pave,Corner,SLvl,1Fam,6,6,1972,1972,CBlock,7,1,583.0,2009,COD,Abnorml,158000
90,9000,Pave,FR2,2Story,Duplex,5,5,1974,1974,CBlock,8,0,0.0,2009,WD ,Normal,136000
20,8750,Pave,Inside,1Story,1Fam,5,6,1970,1970,CBlock,5,0,902.0,2009,WD ,Normal,148500
20,7930,Pave,Inside,1Story,1Fam,6,8,1969,2005,CBlock,5,0,440.0,2009,WD ,Normal,156000
20,7830,Pave,Inside,1Story,1Fam,5,5,1970,1970,CBlock,6,0,477.0,2009,COD,Normal,128000
20,8510,Pave,Inside,1Story,1Fam,5,7,1971,1971,CBlock,6,0,336.0,2009,WD ,Normal,143000
20,7038,Pave,Inside,1Story,1Fam,4,6,1970,1970,CBlock,5,0,576.0,2009,WD ,Abnorml,76500
20,6960,Pave,Inside,1Story,1Fam,4,6,1970,1970,CBlock,5,0,660.0,2009,WD ,Normal,120500
20,8120,Pave,Inside,1Story,1Fam,4,7,1970,1970,CBlock,5,0,463.0,2009,WD ,Normal,124500
20,10500,Pave,FR2,1Story,1Fam,4,6,1971,1971,CBlock,4,0,576.0,2009,WD ,Abnorml,97000
20,9000,Pave,FR2,1Story,1Fam,4,7,1971,2006,CBlock,5,0,576.0,2009,WD ,Normal,130000
160,1680,Pave,Inside,2Story,Twnhs,6,5,1973,1973,CBlock,5,0,264.0,2009,WD ,Normal,111000
160,2368,Pave,Inside,2Story,TwnhsE,5,6,1970,1970,CBlock,7,0,440.0,2009,WD ,Normal,125000
160,1680,Pave,Inside,2Story,Twnhs,5,5,1971,1971,CBlock,6,0,280.0,2009,COD,Abnorml,112000
160,1680,Pave,Inside,2Story,Twnhs,6,6,1972,1972,CBlock,5,0,288.0,2009,WD ,Normal,97000
160,1680,Pave,Inside,2Story,Twnhs,6,8,1972,2007,CBlock,5,0,264.0,2009,WD ,Normal,118000
160,1680,Pave,Inside,2Story,Twnhs,5,7,1972,1972,CBlock,6,0,264.0,2009,WD ,Normal,119500
120,4928,Pave,Inside,1Story,TwnhsE,6,6,1976,1976,CBlock,5,0,440.0,2009,WD ,Normal,143750
160,2308,Pave,FR2,2Story,TwnhsE,6,5,1976,1976,CBlock,7,1,440.0,2009,WD ,Normal,146000
160,2280,Pave,FR2,2Story,Twnhs,6,6,1976,1976,CBlock,7,1,440.0,2009,WD ,Normal,148500
120,2280,Pave,FR2,1Story,Twnhs,7,5,1975,1975,CBlock,4,1,440.0,2009,WD ,Normal,123000
160,2308,Pave,Inside,2Story,TwnhsE,6,5,1974,1974,CBlock,6,1,440.0,2009,WD ,Normal,147000
160,2349,Pave,Inside,2Story,Twnhs,6,5,1977,1977,CBlock,6,1,440.0,2009,WD ,Normal,137900
160,2364,Pave,Inside,2Story,TwnhsE,6,5,1978,1978,CBlock,7,1,440.0,2009,WD ,Normal,147000
160,2289,Pave,Inside,2Story,Twnhs,6,6,1978,1978,CBlock,7,1,440.0,2009,WD ,Normal,148500
160,2364,Pave,Inside,2Story,TwnhsE,6,5,1978,1978,CBlock,6,1,440.0,2009,WD ,Normal,138000
120,2104,Pave,Inside,1Story,TwnhsE,7,6,1976,1976,CBlock,5,0,345.0,2009,WD ,Normal,128500
20,7150,Pave,Inside,1Story,1Fam,5,5,1967,1967,CBlock,5,0,288.0,2009,WD ,Normal,100000
20,10710,Pave,Inside,1Story,1Fam,5,7,1966,2004,PConc,5,1,656.0,2009,WD ,Normal,148800
20,12456,Pave,FR2,1Story,1Fam,10,5,2006,2007,PConc,7,1,786.0,2009,WD ,Normal,337500
60,14257,Pave,Inside,2Story,1Fam,9,5,2007,2007,PConc,10,3,754.0,2009,WD ,Normal,462000
60,13518,Pave,Inside,2Story,1Fam,9,5,2008,2009,PConc,11,2,820.0,2009,New,Partial,485000
20,15431,Pave,Inside,1Story,1Fam,10,5,2008,2008,PConc,10,2,672.0,2009,WD ,Normal,555000
20,13173,Pave,Corner,1Story,1Fam,9,5,2006,2007,PConc,6,2,840.0,2009,WD ,Normal,325000
20,14230,Pave,Corner,1Story,1Fam,8,5,2007,2007,PConc,7,1,890.0,2009,WD ,Normal,256300
20,12704,Pave,Inside,1Story,1Fam,8,5,2008,2009,PConc,8,1,1390.0,2009,New,Partial,253293
60,12350,Pave,Inside,2Story,1Fam,9,5,2009,2009,PConc,8,1,864.0,2009,New,Partial,398800
60,11308,Pave,Inside,2Story,1Fam,9,5,2008,2008,PConc,10,1,836.0,2009,WD ,Normal,335000
20,12350,Pave,Inside,1Story,1Fam,9,5,2008,2008,PConc,7,1,896.0,2009,WD ,Normal,404000
20,12220,Pave,Inside,1Story,1Fam,10,5,2009,2009,CBlock,9,1,900.0,2009,New,Partial,402861
60,13478,Pave,Corner,2Story,1Fam,10,5,2008,2008,PConc,10,1,842.0,2009,ConLI,Normal,451950
20,13693,Pave,Inside,1Story,1Fam,10,5,2007,2007,PConc,8,2,762.0,2009,WD ,Normal,610000
60,13891,Pave,Inside,2Story,1Fam,9,5,2008,2009,PConc,12,1,1020.0,2009,New,Partial,582933
20,11578,Pave,Inside,1Story,1Fam,9,5,2008,2008,PConc,7,1,834.0,2009,WD ,Normal,360000
20,16870,Pave,FR3,1Story,1Fam,8,5,2004,2005,PConc,7,2,932.0,2009,WD ,Normal,296000
60,23303,Pave,CulDSac,2Story,1Fam,8,5,2007,2007,PConc,10,1,640.0,2009,WD ,Family,409900
20,11146,Pave,Inside,1Story,1Fam,8,5,2006,2006,PConc,7,1,908.0,2009,WD ,Normal,255500
20,10367,Pave,Inside,1Story,1Fam,9,5,2008,2008,PConc,8,1,927.0,2009,ConLI,Normal,335000
20,9591,Pave,Inside,1Story,1Fam,8,5,2004,2005,PConc,7,1,856.0,2009,WD ,Normal,274900
20,10872,Pave,Inside,1Story,1Fam,9,5,2006,2006,PConc,6,1,700.0,2009,WD ,Normal,300000
20,13514,Pave,Corner,1Story,1Fam,9,5,2008,2008,PConc,7,1,850.0,2009,WD ,Normal,324000
60,8834,Pave,Inside,2Story,1Fam,9,5,2004,2005,PConc,10,1,738.0,2009,WD ,Normal,350000
20,11362,Pave,Inside,1Story,1Fam,8,5,2004,2005,PConc,7,1,862.0,2009,WD ,Normal,280000
20,10655,Pave,Inside,1Story,1Fam,8,5,2003,2004,PConc,7,1,880.0,2009,WD ,Normal,284000
20,12878,Pave,Corner,1Story,1Fam,7,5,2003,2004,PConc,8,1,583.0,2009,WD ,Normal,269500
20,9541,Pave,Inside,1Story,1Fam,7,5,2009,2009,PConc,7,0,644.0,2009,New,Partial,233170
20,13472,Pave,Inside,1Story,1Fam,10,5,2003,2003,PConc,8,1,968.0,2009,WD ,Normal,386250
20,15274,Pave,Corner,1Story,1Fam,9,5,2003,2003,PConc,10,1,886.0,2009,WD ,Normal,445000
60,13262,Pave,Inside,2Story,1Fam,8,5,2003,2004,PConc,10,1,730.0,2009,WD ,Normal,290000
20,9658,Pave,Inside,1Story,1Fam,8,5,2006,2006,PConc,6,1,871.0,2009,WD ,Normal,255900
120,6904,Pave,Inside,1Story,TwnhsE,6,5,2005,2005,PConc,6,1,484.0,2009,WD ,Normal,213000
120,5381,Pave,Inside,1Story,Twnhs,6,5,2005,2005,PConc,5,1,624.0,2009,WD ,Normal,196000
120,5122,Pave,Inside,1Story,Twnhs,6,5,2005,2005,PConc,5,1,624.0,2009,WD ,Normal,184500
120,10307,Pave,Inside,1Story,TwnhsE,7,5,2007,2008,PConc,6,1,484.0,2009,WD ,Normal,212500
120,5001,Pave,Inside,1Story,Twnhs,7,5,2007,2008,PConc,6,1,626.0,2009,WD ,Normal,230000
20,14836,Pave,Inside,1Story,1Fam,10,5,2004,2005,PConc,8,1,949.0,2009,WD ,Abnorml,552000
20,15262,Pave,Corner,1Story,1Fam,8,5,2003,2004,PConc,8,1,685.0,2009,WD ,Normal,382500
120,7390,Pave,Inside,1Story,TwnhsE,9,5,2008,2009,PConc,6,1,649.0,2009,New,Partial,320000
120,6472,Pave,Inside,1Story,TwnhsE,9,5,2008,2008,PConc,6,1,539.0,2009,WD ,Normal,248500
20,16770,Pave,Corner,1Story,1Fam,8,5,2002,2003,PConc,8,1,701.0,2009,WD ,Normal,286500
120,6240,Pave,Inside,1Story,TwnhsE,8,5,2006,2006,PConc,6,1,550.0,2009,WD ,Normal,254000
120,3480,Pave,Inside,1Story,TwnhsE,7,5,2003,2003,PConc,6,1,478.0,2009,WD ,Normal,173000
160,2268,Pave,Inside,2Story,Twnhs,7,5,2003,2004,PConc,6,0,474.0,2009,WD ,Normal,173000
60,10928,Pave,Inside,2Story,1Fam,7,5,2005,2005,PConc,8,1,390.0,2009,WD ,Normal,184000
